ID Comment,ID Post,User Name,Comments,Sentiments,Call Quality Issues,"Data Quality Issues (3G, 4G)",Coverage Issues,Response Time,Agent Behavior,Overcharging and Stolen Credit Issues,Billing Errors,Subscription & Plan Issues,Hidden Charges,Suggestions,Promotions & Discounts,Competitor Pricing & Value (Mobilis and Djezzy),Competitor Plan Flexibility (Mobilis and Djezzy),Competitor Data Consumption (Mobilis and Djezzy),Loyalty Expression,Service Information Request,Other
1658,94,Tariq Radi,تطبيقكم خاص ب mobispace راهو حابس من 2017 اذا معابالكمش,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,94,ᎰᎯᎿᎻᎨ ᏕᎷᎯᎨᏝ,لا يوجد ف لعروض,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1660,94,Ghä Dïrë,كيف اشترك في sama,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1661,94,Fati Fati,موفقون يا رب,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1662,94,Öm Israa,ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1663,94,Mbarek Mbarek,صحا فطوركم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1664,94,عماد حمدي,إن ان شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1665,94,Ishrak Alhayat,إن شاء الله,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1666,94,أية الرحمان,رمضان كريم صح فطوركم,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1667,94,حنان شرفاوي,رمزالشريحة من فضلكم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1668,94,حسابي أوسيد للعمل,صلو على النبي,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1669,94,فاطمة الزهراء,الله بارك,Positif,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1670,94,Om Fou Sa Bella,درتها و مامشاتليش غاضتني,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1671,95,Мунир Мунир,تقبل الله منا ومنكم صالح الاعمال,Positif,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1672,95,Мунир Мунир,جميل مثل هاته العروض,Positif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,95,Silina Silina,يوجد ضعف شبكة في موبيليس ممكن تدخل,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1674,95,Lin Ilina,شيء حسن,Positif,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1675,95,Abdelaziz Garbaa,فقط اريد رد جاد في الخاص,Neutre,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1676,95,Non Dar,ناقص كنكيسيو,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1677,95,عبد الصمد رحال,هل العرض متوفر في بيكس لم أجده!,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1678,95,Matene Abedlatif,ممتاز جدا شكرا جزيلا موبليس لدعمن الدائم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1679,95,فاطمة الزهراء,جميل,Positif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,95,غفران إلين,احلى شريحة اتصال,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1681,95,Jamel Sportif,جميل,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1682,95,سامية الانيقة,بارك الله فيكم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1683,95,Noureddine Beny,روعة موبيليس رفيقكم الدائم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1684,95,Māti Ldã,رائع,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1685,95,سالمي نجية,هايلة,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1686,95,عطية الذوادي,ممتاز يعطيكم الصحة,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1687,95,غفران إلين,جميل,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1688,95,Ishrak Alhayat,ممتاز شكرا لكم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1689,95,ويبقى الأمال,جميل جدا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,95,Ayoub Djalfawi,حمد لله بارك الله فيكم,Neutre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,95,Imed Meramria,يوجد ضعف شبكة في موبيليس ممكن تدخلوا,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1692,96,Lalisa Lili,ان شاء الله امين كل عام وانتم بخير شركه اوريدو ان شاء الله المزيد من التطور,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1693,96,Said Gaci,إن شاءلله كل عام وانت بالف الف خير وصحة وعافيه وسعادة دائمة لقلبكم يا رب العالمين اجمعين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1694,96,Oughlissi Saddek,كل عام وانتم بالف خير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1695,96,اية الرحمان,يا رب يا رب,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1696,96,Benamar Sahraoui,إن شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1697,96,Oum Zaki,ان شاء الله يا رب العالمين كل عام وانت بالف خير وصحه وسعاده يا رب,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1698,96,Rehail Badis,كل عام وأنتم بخير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1699,96,Nehla Ali,كل عام وانتم بخير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1700,96,Mohamed Elhache,ان شاء الله تكون دايمن جيد,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1701,96,ام الانيقه,كل عام انتم بخير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1702,96,Amar Grairi,ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1703,96,On Ishak,كل عام وانتم بخير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1704,96,مصطفى تيدير,ان شاء الله عام الخير وعام الرحمه والبركات وسيكون عام 2024خير من 10 عام,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1705,96,David Jalile,كل عام وأنتم بألف خير مع مزيد من التقدم والنجاح آمين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1706,96,سرية أبوبكر,كل عام وانتم بألف خير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1707,96,ابراهيم الوكال,ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1708,96,Mustapha Ahmed,إن شاء الله للجميع,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1709,96,Ît's Târkė,كل عام وأنتم بألف خير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1710,96,إلياس مباركي,إن شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1711,96,Tata Benhamouche,inchallah,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1712,96,Amouni Amine,الله يوفقكم بمزيد من النجاح,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1713,96,Kaci Madrid,آن شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1714,96,Hamza Bellili,الله بارك ما شاء الله ربي يحفظكم و يحميكم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1715,96,Fahima Ait Ait,يا رب,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1716,96,ولد توات ولد توات,اللهم آمين أجمعين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1717,96,Louai Lilaoui,كل عام وانتم بخير,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1718,96,Oum Safoin,الهم امين يا رب العلامين,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,96,Amar Grairi,تهانينا,Positif,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1720,97,Sîdàlî Bëlãrbî,القوة الضاربة شبكة صفر خدمات صفر لو كنا في بلد يحاسب لما قدمتم هكذا خدمات,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1721,97,Farouk Tribeche,meilleures voeux a vous super bien,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1722,97,Mamat Awladi,الله بارك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1723,97,Amel Amal,toujours top,Positif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1724,97,Ezzerrouki Elyoucefi,on demande plusieurs entenes a la nouvelle wilaya parce que c est le meilleur riseau,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1725,97,Farouk Lohial,الله يبرك,Positif,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,97,Crs Oussa,شبكة يذهب ويتقطع ماذا يحدث ؟!,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1727,97,Marwan Sh,شكر اوريدو على ماتقدمينا لنا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1728,97,أسماء عبد الله,الله بارك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1729,97,Farouk Tribeche,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1730,97,عزيز بوسلسلة,اوريدو عيش الرفاهية بنكهة امتياز,Positif,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,97,Rose Lina,وفيها appel illimite l ooredooولا الا net?,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1732,97,محمد محمد,أشكر شركة ooredoo على ما تقدمه لنا,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1733,97,Mohamed El Hadi Djebabra,وكتاه تردو علينا,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1734,97,Benamar Sahraoui,و ما تشاؤون إلا أن يشاء الله,Positif,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1735,97,Lina Luna,ماهي العروض الحديدة من فضلكم,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1736,97,Mohamed El Hadi Djebabra,ردو علينا,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1737,97,ولد توات ولد توات,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1738,98,Benamar Sahraoui,إن شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1739,98,Rahal Aziz,مع اوريدو حتى اقرباءك يستفدوا معك و يكنكتو مجانا,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1740,98,اية الرحمان,انا راحتي كونكسوي,Positif,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1741,98,Abderrhman Saoud,رقمي أوريدو و لكن يخبرني أن رقمك ليس اوريدو,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1742,98,لازهاري بن علي,dima+ لم يدخل التطبيق في,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1743,98,Gä Vï,من حيث السرعة أوريدو متفوقة لكن نشاله ديريلنا عروض لل جايمر لكي نجمو نتيليشارجو العاب كبار لمستخدمي الكونصول بتوفيق,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1744,98,Karim Karim,كنت مسجل في التطبيق درك مقدرتش نعاود نسجل افعل الرقم محبش يفتح,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1745,98,Æŷmêñ Møĥãmď,افضل تطبيق my ooredoo استفدت منو كثيرا ربحة انترنت حمل تطبيق واستمتع حظ موفق للجميع,Positif,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1746,98,محمد محمد,حملوه تربح انترنت,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1747,98,ما ريا,ارجو الرد على استفساري,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1748,98,ولد توات ولد توات,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1749,98,بلقاسم بن سعدي,هل عرض la switch معني بهاذ الخدمة,Neutre,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1750,98,Häÿ Ät,كتبتوا فتطبيق 10da تربح 30g كي درتها كتبوا 15g,Neutre,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,98,Lo Tfi,النترنت ضعيفة اليوم خلاه ما هو صاري بينغ يتكركر,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,98,Abde Llah,ريغلوه مبعد ساهل,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1753,98,Abdou Abdou,كيفاه نرجعو شريحة من اوريدو yooz إلى اوريدو ديما؟,Neutre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,98,Alo,حملوه بسرعة,Neutre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,98,مامات جوري أوسيد,انا راحتي كونكسوي,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1756,98,Layale Layale,كفه من dima افعل yooz,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1757,98,Youcef Chirifi,انا ميمشيش علاش؟,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1758,98,Youva Tzr,كيفاه نحول شريحة yooz الذي اوريدو dima,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1759,98,Assil Ma,السلام عليكم انا اول مرة طلعت تطبيق كانت تخرجلي ادخل الكود ولكن الان لا لماذا,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1760,99,نانو يويو ماما,ان شاء الله اوريدو هي الاحسن والانسب والاجدر بدون اي من,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1761,99,Akadd Iskander,ماعنديش شريحة اوريدو تقدرو تقولولي ماذا من شريحة نقدر نشري لكي نشارك,Neutre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,99,Mistr Ahmed Belagraâ,سقموا الا تغطية الشبكة كثيرا عليكم.,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1763,99,Ali Omane,اوريدو أحسن شركة الاتصالات بدون منازع ربي يوفقكم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1764,99,Răøüf Răøüf,الله يوفقكم نشاله ويعاونكم خاوتي لحباب,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1765,99,Élé Zàbèttà,ردو عليا بريفي,Negatif,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,99,فہيہ صہل,ياعصابة انترنت ضعيفة إلى منقطعة منذ ليلة أمس المنطقة سيق ولاية معسكر لدي شريحة اوريدو,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1767,99,Lydia Ach,ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1768,99,Mar Ah,أتمنى كل التوفيق والنجاح للجميع وحظ موفق. مع اوريدو كل شيء ممكن لأنه الأحسن,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1769,99,Oum Ilyas,inchallah,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1770,99,خيرو 'ے,ردو عليا بريفي,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1771,99,Hadjira Jiji,ان شاء الله نربح,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1772,99,Ahmed Maini,amine,Neutre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1773,99,Mohamed El Hadi Djebabra,الدعم صفر ردو علينا,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,99,Madjid Sahraoui,اطلقوا الا الشبكة كثيرا عليكم.,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,99,Ami Ali,que se passe-t-il avec votre reseau. je n arrive meme pas a telecharger une photo,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1776,99,سعودب بن صدوق,.آمين.والحمدوالله.ربي.العالمين,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1777,99,Larine Larine,inchallah,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1778,99,فاطمة الزهراء بلقاسمي,ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1779,99,Kheira Abed,خيرة عابد ان شاء الله يا رب,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1780,99,Ahm ED,إن شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1781,99,همسه امل,ان شاء الله خير,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1782,99,Siheme Yennoune,ورولنا من هوما العائلات اللي ربحوا,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1783,99,Mã Lâk,ان شاء الله ياربي,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1784,99,Zoulikha Khouni Khouni,فقط الله فيكم,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1785,100,Mohamed Riadh,اليوم الثالث راكم تنقصو فالتدفق من مساء إلى منتصف الليل,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,100,ᗩᗷᗪ ᗝᑌ,شبكة لا يوجد مالبارح,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1787,100,سليم بن جفال,ردو عليا فلخاص,Negatif,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1788,100,Abdel Illah,لمادا لا تجيبون على الخاص ؟,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1789,100,اسامة بوغازي,سلام وعليكم من يعرف طريقة تحويل شريحة من dima إلى gold,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1790,100,ولد توات ولد توات,ما شاء الله,Positif,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1791,100,Hamzã Dnch,اطلقولنا انترنت كرهتولنا حياتنا,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1792,100,Mohamed El Hadi Djebabra,رحمة لوالدين ردو علينا خاص,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1793,100,Oùm Racha,الله بارك,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1794,100,Ly Ly,comment desactiver l abonnement a anazik ?,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1795,101,Kader Kader,the best,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1796,101,Smiley Tipaza,bonne continuation ooredoo,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1797,101,Bahi Guen,حبيت نسقسيكم yooz مهيش ابيس اوريدو؟؟,Neutre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,101,Rahal Aziz,السلام عليكم يا أخي ليام هدوا انقطاع شبكة كثيرا ما افهمتش,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1799,101,Noé Noé,toujours du nouveau avec ooredoo .bravo,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1800,101,Amel Amal,top,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1801,101,Mohamed El Hadi Djebabra,نزيد نعاود ردو علينا خاص,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1802,101,Job Job,مقدرتش نخلص la swith ،عندكم مشكل فالسيت ؟,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,101,Djamel Milàno,رنا نعاني من شبكة لا يوجد في ولاية تيزي وزو,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1804,101,أم إسكندر,احسن خدمة والله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1805,101,No Chance,سلام عليكم أخي رد عليا في الخاص من فضلك و شكرا,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1806,101,Abdelkader Re,ooredoo numero one في algerie,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1807,101,Oùm Racha,bravo,Positif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,101,Adam Adam,ماذا شبكة,Negatif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1809,101,بن ناصر فيصل,نرجو الرد على الخاص,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1810,101,Plume Plume,merci ooredoo,Positif,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1811,101,No Chance,سلام yooz اخي فيها عرض هاذا خاص ب 10دينار 15جيغا و 5 يوتيوب و. فيها ولا نو ؟ و شكرا,Neutre,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,101,Khadija Amir Riadh Tayab,هذا العرض مافيهش اتصال,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1813,101,Sa Lah,هل الفايسبوك مجاني,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1814,101,Maya Mirina,nsa9sik ?,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1815,102,Farouk Tribeche,ان شاء الله يا رب دايما بخير وصحة وسلامة يالله,Positif,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1816,102,Meriem Boulefaa,*515,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1817,102,Lydia Ach,الله بيارك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1818,102,Naima Mansouri,*515,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1819,102,Lydia Ach,الله بارك,Positif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1820,102,فرح ومرح,راسلتكم في مشكلة منذ مدة ولم تردو,Negatif,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1821,102,Âmel HB,اصلاح الابليكاسيو اربي,Negatif,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,102,Karim Grar,عندي مشكل في خدمة سبقلي,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1823,102,ولد توات ولد توات,ما شاء الله,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1824,102,Gùneş ÎŞiği,نتاعش هذا لكود,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1825,102,Abderrahim Boukhors,الديمغرافي,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1826,102,Adnan Senju,ياو سغمولنا التطبيق تاعكم,Negatif,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1827,102,Salim Boufenzer,لماذا نهبتولي الإنترنت شهر ماتكملوش,Negatif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1828,102,Ly Ly,comment desactiver l abonnement anazik slvp?,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1829,102,Raouf Meridji,كيف نعرف الكود,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1830,102,بايندر باي,dima+,Neutre,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,102,Aymane Boucheteb,اصلحوا شبكة فقط نحن في 20 واحد ماكانش شبكة و انترنت لا تعمل,Negatif,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,102,Om Morjana,*5mix15,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1833,102,Naima Mansouri,مرحبا,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1834,102,Om Morjana,*515,Neutre,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1835,102,Tahar Hamraoui,offre pour tous les bourses,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1836,102,فرح ومرح,..,Neutre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1837,102,تركيب البرابولrabah sat installation parabol,.,Neutre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1838,102,Ahm ED,خدمات راقية,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1839,103,أم أميمة,المزيد من المشاريع إن شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1840,103,Farouk Tribeche,ربي اقدركم مشاء الله بالتوفيق ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1841,103,Oùm Racha,الله يوفقكم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1842,103,Rahal Aziz,بالتوفيق ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1843,103,Mokhtar Sana,بالتوفيق ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1844,103,Kamila Nour,شيء حسن الله بارك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1845,103,حساب للعمل,الله بارك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1846,103,Mai Ssa Lahnina,الله يوفقكم,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1847,103,مصمم مسابقات,اتمنى يا اوريدو عندما يكون مسحل من قيل يقدر يسجل مرة اخرى.! انتم زعماء جزائر شكرا,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1848,103,Zakaria Zaki,مزيد من التألق ان شاء الله,Positif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1849,103,Jojo Joujou,que dieu vous benisse,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1850,103,Khadji Feddy,bonne continuation et beaucoup de progrès,Positif,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1851,103,ام محمد,الله بارك,Positif,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
